"﻿Date","Open","High","Low","Close","Volume","Code"
"27-Oct-10",168.91,169.75,166.54,167.51,5729134,"AMZN"
"26-Oct-10",167.57,171,167.5,169.95,4693643,"AMZN"
"25-Oct-10",171.57,171.99,168.32,169,6534224,"AMZN"
"22-Oct-10",162.45,170.17,162.27,169.13,16322252,"AMZN"
"21-Oct-10",162.67,166.13,161.29,164.97,13585342,"AMZN"
"20-Oct-10",158.78,159.87,156.57,158.67,5790387,"AMZN"
"19-Oct-10",160.68,162.8,157,158.67,7531854,"AMZN"
"18-Oct-10",165,165.19,161.82,163.56,6338544,"AMZN"
"15-Oct-10",158.42,164.88,156.75,164.64,10135456,"AMZN"
"14-Oct-10",155.16,156.95,154.23,155.53,4032909,"AMZN"
"13-Oct-10",156.69,156.79,153.85,155.17,5637813,"AMZN"
"12-Oct-10",152.51,156.95,151.4,156.48,5289793,"AMZN"
"11-Oct-10",154.89,156.63,152.34,153.03,4486390,"AMZN"
"8-Oct-10",155.18,156.28,152.78,155.55,6922014,"AMZN"
"7-Oct-10",156.51,157.4,153.39,156.27,4635900,"AMZN"
"6-Oct-10",160.6,160.68,154.6,155.4,6060796,"AMZN"
"5-Oct-10",157.08,161.21,157.01,160.87,5620928,"AMZN"
"4-Oct-10",153.95,155.96,152.79,155.39,5354314,"AMZN"
"1-Oct-10",157.08,157.44,152.2,153.71,8691126,"AMZN"
"30-Sep-10",160.01,160.93,155.6,157.06,7606104,"AMZN"
"29-Sep-10",159.03,161.78,157.75,158.99,7290539,"AMZN"
"28-Sep-10",159.84,160.88,154.89,159.7,8494910,"AMZN"
"27-Sep-10",160.22,161.2,157.88,159.37,6453678,"AMZN"
"24-Sep-10",155.43,160.89,155.42,160.73,10590503,"AMZN"
"23-Sep-10",151.2,155.92,150.97,152.85,7066939,"AMZN"
"22-Sep-10",149.84,152.7,149.1,151.83,6618751,"AMZN"
"21-Sep-10",150.76,153.31,149.6,150.73,7546662,"AMZN"
"20-Sep-10",148.7,151.95,147.35,151.3,6456145,"AMZN"
"17-Sep-10",148.9,148.98,146.5,148.32,7262649,"AMZN"
"16-Sep-10",145.4,148.23,145.16,148.13,5826973,"AMZN"
"15-Sep-10",144.88,145.62,143.56,145.45,4905675,"AMZN"
"14-Sep-10",144.5,146.7,143.83,145.75,4323591,"AMZN"
"13-Sep-10",144.07,145.74,143.76,145.07,5083219,"AMZN"
"10-Sep-10",140.75,142.6,140.04,142.44,5044666,"AMZN"
"9-Sep-10",140.39,141.37,139.26,140.38,4966544,"AMZN"
"8-Sep-10",137.93,139.7,136.45,139.14,5832513,"AMZN"
"7-Sep-10",137.56,138.6,136.89,137.22,3887333,"AMZN"
"6-Sep-10",138.79,138.79,138.79,138.79,0,"AMZN"
"3-Sep-10",138.79,138.79,138.79,138.79,0,"AMZN"
"2-Sep-10",132.17,135.21,132.05,135.21,5407347,"AMZN"
"1-Sep-10",126.36,132.6,126.17,132.49,7138237,"AMZN"
"31-Aug-10",122.85,125.9,122.5,124.83,4226620,"AMZN"
"30-Aug-10",126.03,126.95,123.69,123.79,3430965,"AMZN"
"27-Aug-10",125.46,126.64,123.68,126.64,5080505,"AMZN"
"26-Aug-10",127.15,127.49,124.82,124.86,4699222,"AMZN"
"25-Aug-10",123.85,127.37,123.83,126.85,5346447,"AMZN"
"24-Aug-10",125.41,125.44,123.75,124.53,5369619,"AMZN"
"23-Aug-10",127.86,129.22,126.5,126.6,3867811,"AMZN"
"20-Aug-10",127.2,128.04,126.02,127.76,4172548,"AMZN"
"19-Aug-10",129.22,130.02,126.82,127.57,5582487,"AMZN"
"18-Aug-10",129.25,130.81,128.87,129.65,7902371,"AMZN"
"17-Aug-10",127.34,129.98,127.02,128.86,5045092,"AMZN"
"16-Aug-10",123.61,127.37,123.61,126.07,4027614,"AMZN"
"13-Aug-10",126.06,126.88,124.26,124.69,3983580,"AMZN"
"12-Aug-10",123.76,127,123.75,126.56,4368459,"AMZN"
"11-Aug-10",128.1,128.12,125.2,125.89,5542390,"AMZN"
"10-Aug-10",127.95,130,127.38,130,5706813,"AMZN"
"9-Aug-10",128.46,129.93,127.85,128.83,5087069,"AMZN"
"6-Aug-10",126.72,128.4,125.9,128.32,5065977,"AMZN"
"5-Aug-10",126.77,128,125.82,127.83,4282297,"AMZN"
"4-Aug-10",123.06,128.47,123,127.58,9275063,"AMZN"
"3-Aug-10",120,122.87,119.68,122.42,5962926,"AMZN"
