"﻿Date","Open","High","Low","Close","Volume","Code"
"11-Oct-10",538.48,544.6,537.17,538.84,2631310,"GOOG"
"8-Oct-10",532.77,537.6,527.62,536.35,2863473,"GOOG"
"7-Oct-10",536.21,537.2,529.14,530.01,2398910,"GOOG"
"6-Oct-10",539.26,539.95,529.94,534.35,2766690,"GOOG"
"5-Oct-10",528.38,540,526.55,538.23,3507302,"GOOG"
"4-Oct-10",524.95,528.25,518.85,522.35,1940494,"GOOG"
"1-Oct-10",530,530.62,523,525.62,2226112,"GOOG"
"30-Sep-10",529.16,531.87,518.92,525.79,3244626,"GOOG"
"29-Sep-10",527.85,532.94,524.71,527.69,2173878,"GOOG"
"28-Sep-10",533.48,533.59,518.45,527.17,3654832,"GOOG"
"27-Sep-10",528.85,536.85,528.85,530.41,3107622,"GOOG"
"24-Sep-10",521.74,527.83,518.26,527.29,3363247,"GOOG"
"23-Sep-10",514.61,519.69,511.3,513.48,2317644,"GOOG"
"22-Sep-10",512.86,517.78,511.68,516,2537779,"GOOG"
"21-Sep-10",509.68,519.98,508.91,513.46,4467227,"GOOG"
"20-Sep-10",492.5,510.41,492.06,508.28,4413416,"GOOG"
"17-Sep-10",483.75,491.2,481.18,490.15,5649448,"GOOG"
"16-Sep-10",479.95,482.45,479.41,481.06,1972569,"GOOG"
"15-Sep-10",479.95,481.89,478.5,480.64,2403545,"GOOG"
"14-Sep-10",482.01,484.75,480.08,480.43,2218739,"GOOG"
"13-Sep-10",480.9,484.35,479.53,482.27,2245650,"GOOG"
"10-Sep-10",479.02,479.79,475.08,476.14,1974340,"GOOG"
"9-Sep-10",477.83,480.4,470.58,476.18,2435299,"GOOG"
"8-Sep-10",465.19,472.5,464.51,470.58,2409028,"GOOG"
"7-Sep-10",464.5,467.59,463.02,464.4,1711335,"GOOG"
"6-Sep-10",470.3,470.3,470.3,470.3,0,"GOOG"
"3-Sep-10",470.3,470.3,470.3,470.3,0,"GOOG"
"2-Sep-10",462.84,464.43,460.31,463.18,1685384,"GOOG"
"1-Sep-10",454.98,464.94,452.5,460.34,3237824,"GOOG"
"31-Aug-10",450.11,454.87,448,450.02,1946998,"GOOG"
"30-Aug-10",459.15,459.76,452.42,452.69,1236219,"GOOG"
"27-Aug-10",452.56,459.99,448.31,458.83,2313147,"GOOG"
"26-Aug-10",456.06,457.26,450.44,450.98,1781767,"GOOG"
"25-Aug-10",450,457.81,450,454.62,2592104,"GOOG"
"24-Aug-10",457.7,457.7,450.92,451.39,2763814,"GOOG"
"23-Aug-10",461.5,468.25,457.73,464.07,2989159,"GOOG"
"20-Aug-10",467.97,471.59,462.18,462.02,3923319,"GOOG"
"19-Aug-10",481.01,482.51,467.25,467.97,3925513,"GOOG"
"18-Aug-10",490.44,490.44,481.55,482.15,2686374,"GOOG"
"17-Aug-10",488.53,494.7,486.1,490.52,1890646,"GOOG"
"16-Aug-10",483.68,489.87,483.68,485.59,1306685,"GOOG"
"13-Aug-10",489,491.19,486.01,486.35,1940047,"GOOG"
"12-Aug-10",483.94,494.75,483.94,492.01,2205032,"GOOG"
"11-Aug-10",497.73,498,491.5,491.74,2226003,"GOOG"
"10-Aug-10",502.35,506,498.57,503.71,2075569,"GOOG"
"9-Aug-10",502.25,505.5,501.36,505.35,1873209,"GOOG"
"6-Aug-10",505.4,505.74,496.05,500.22,3321695,"GOOG"
"5-Aug-10",505.89,508.6,503.56,508.1,2426460,"GOOG"
"4-Aug-10",492.18,507,491.05,506.32,3814120,"GOOG"
"3-Aug-10",490.5,492.46,486.76,489.83,1803185,"GOOG"
"2-Aug-10",488.99,493.28,486.94,490.41,1867475,"GOOG"
"30-Jul-10",479.65,487.36,479.14,484.85,2144492,"GOOG"
"29-Jul-10",485.95,488.88,479.33,484.99,2675420,"GOOG"
"28-Jul-10",494.94,495.25,482.67,484.35,2502447,"GOOG"
"27-Jul-10",490.58,497.5,490.17,492.63,2451984,"GOOG"
"26-Jul-10",489.09,490.75,484.88,488.97,1996691,"GOOG"
"23-Jul-10",480.77,490.59,480.01,490.06,2267180,"GOOG"
"22-Jul-10",483.23,488.98,482.48,484.81,2148487,"GOOG"
"21-Jul-10",484,485.7,475.43,477.5,3285364,"GOOG"
"20-Jul-10",461.03,482.99,460.6,481.59,4056832,"GOOG"
"19-Jul-10",461.01,469.65,457.52,466.18,4549465,"GOOG"
"16-Jul-10",469.12,470.56,459.52,459.6,7824721,"GOOG"
"15-Jul-10",491.73,494.7,482.68,494.02,4858782,"GOOG"
"14-Jul-10",489.88,493.83,486.46,491.34,3118534,"GOOG"
"13-Jul-10",482.25,492.99,480.28,489.2,3976281,"GOOG"
"12-Jul-10",472.37,479.44,471.08,475.83,3334411,"GOOG"
"9-Jul-10",471.96,473.26,462.78,467.49,4332702,"GOOG"
"8-Jul-10",453.55,457.33,449.66,456.56,2670490,"GOOG"
"7-Jul-10",438.31,451.29,435.38,450.2,3131936,"GOOG"
"6-Jul-10",444,447.67,433.63,436.07,2561426,"GOOG"
"5-Jul-10",436.55,436.55,436.55,436.55,0,"GOOG"
"2-Jul-10",436.55,436.55,436.55,436.55,0,"GOOG"
"1-Jul-10",445.29,448.4,433.63,439.49,3513877,"GOOG"
"30-Jun-10",454.96,457.83,444.72,444.95,3603698,"GOOG"
"29-Jun-10",463.44,464.55,451.12,454.26,3502108,"GOOG"
"28-Jun-10",472.59,477.55,469.01,472.08,1762594,"GOOG"
"25-Jun-10",477.06,477.65,470.56,472.68,2245289,"GOOG"
"24-Jun-10",479.66,482.75,473.26,475.1,1893761,"GOOG"
"23-Jun-10",486.89,486.89,478.16,482.05,2029650,"GOOG"
"22-Jun-10",489.9,496.6,485.73,486.25,2219930,"GOOG"
"21-Jun-10",499.9,500.97,484.89,488.56,2989344,"GOOG"
"18-Jun-10",502.51,503.47,498.13,500.03,2878739,"GOOG"
"17-Jun-10",503.45,505.87,496.69,500.08,1977894,"GOOG"
"16-Jun-10",496.17,504,496.11,501.27,2291967,"GOOG"
"15-Jun-10",483.08,500.4,482.18,497.99,4261561,"GOOG"
"14-Jun-10",494.48,494.5,483.19,483.19,2040942,"GOOG"
"11-Jun-10",482.5,488.71,481.62,488.5,1784318,"GOOG"
