"﻿Date","Open","High","Low","Close","Volume","Code"
"2-Aug-10",260.44,262.59,259.62,261.85,15288718,"AAPL"
"30-Jul-10",255.89,259.7,254.9,257.25,16016280,"AAPL"
"29-Jul-10",260.71,262.65,256.1,258.11,22993055,"AAPL"
"28-Jul-10",263.67,265.99,260.25,260.96,18570870,"AAPL"
"27-Jul-10",260.87,264.8,260.3,264.08,20884663,"AAPL"
"26-Jul-10",260,260.1,257.71,259.28,15019636,"AAPL"
"23-Jul-10",257.09,260.38,256.28,259.94,19049523,"AAPL"
"22-Jul-10",257.68,260,255.31,259.02,23047046,"AAPL"
"21-Jul-10",265.09,265.15,254,254.24,42345346,"AAPL"
"20-Jul-10",242.9,252.9,240.01,251.89,38391073,"AAPL"
"19-Jul-10",249.88,249.88,239.6,245.58,36589212,"AAPL"
"16-Jul-10",253.18,254.97,248.41,249.9,37137768,"AAPL"
"15-Jul-10",248.23,256.97,247.3,251.45,29459407,"AAPL"
"14-Jul-10",249.38,255.8,249,252.73,29006112,"AAPL"
"13-Jul-10",256.32,256.4,246.43,251.8,42534094,"AAPL"
"12-Jul-10",258.53,261.85,254.86,257.28,20102748,"AAPL"
"9-Jul-10",256.89,259.9,255.16,259.62,15484791,"AAPL"
"8-Jul-10",262.48,262.9,254.89,258.09,26362523,"AAPL"
"7-Jul-10",250.49,258.77,249.75,258.66,23377116,"AAPL"
"6-Jul-10",251,252.8,246.16,248.63,21972668,"AAPL"
"5-Jul-10",246.94,246.94,246.94,246.94,0,"AAPL"
"2-Jul-10",246.94,246.94,246.94,246.94,0,"AAPL"
"1-Jul-10",254.3,254.8,243.22,248.48,36534020,"AAPL"
"30-Jun-10",256.71,257.97,250.01,251.53,26409580,"AAPL"
"29-Jun-10",264.12,264.39,254.3,256.17,40476590,"AAPL"
"28-Jun-10",266.93,269.75,264.52,268.3,20908322,"AAPL"
"25-Jun-10",270.06,270.27,265.81,266.7,19640753,"AAPL"
"24-Jun-10",271,273.2,268.1,269,25540402,"AAPL"
"23-Jun-10",274.58,274.66,267.9,270.97,27444819,"AAPL"
"22-Jun-10",272.16,275.97,271.5,273.85,25616428,"AAPL"
"21-Jun-10",277.69,279.01,268.73,270.17,27731779,"AAPL"
"18-Jun-10",272.25,275,271.42,274.07,28022135,"AAPL"
"17-Jun-10",270.6,272.9,269.5,271.87,31195033,"AAPL"
"16-Jun-10",261.1,267.75,260.63,267.25,27988910,"AAPL"
"15-Jun-10",255.64,259.85,255.5,259.69,20895471,"AAPL"
"14-Jun-10",255.96,259.15,254.01,254.28,21534300,"AAPL"
"11-Jun-10",248.22,253.86,247.37,253.51,19491412,"AAPL"
"10-Jun-10",244.84,250.98,242.2,250.51,27726991,"AAPL"
"9-Jun-10",251.47,251.9,242.49,243.2,30522453,"AAPL"
"8-Jun-10",253.24,253.8,245.65,249.33,35741717,"AAPL"
"7-Jun-10",258.29,259.15,250.55,250.94,31677934,"AAPL"
"4-Jun-10",258.21,261.9,254.63,255.96,27087206,"AAPL"
"3-Jun-10",265.18,265.55,260.41,263.12,23219902,"AAPL"
"2-Jun-10",264.54,264.8,260.34,263.95,24590932,"AAPL"
"1-Jun-10",259.69,265.94,258.96,260.83,31302626,"AAPL"
"31-May-10",256.88,256.88,256.88,256.88,0,"AAPL"
"28-May-10",256.88,256.88,256.88,256.88,0,"AAPL"
"27-May-10",250.6,253.89,249.11,253.35,23796477,"AAPL"
"26-May-10",250.08,252.13,243.75,244.11,30380592,"AAPL"
"25-May-10",239.35,246.76,237.16,245.22,37429051,"AAPL"
